date,Quantalpha,alpha158,alpha360
2024-04-09,1.5791154229834659,-0.04154958331340142,0.06680109722762206
2024-04-10,1.555127947555977,-0.0465139702913534,0.06823164160189887
2024-04-11,1.5292029229901956,-0.06038163401530128,0.057350767419664495
2024-04-12,1.5655196622776408,-0.0498120098763043,0.05986480832439223
2024-04-15,1.5973209525865775,-0.03765504920090812,0.05598727538199455
2024-04-16,1.599615733217953,-0.04131390818144565,0.05697784591422783
2024-04-17,1.6042434766571212,-0.02848205313603236,0.06000451639904503
2024-04-18,1.6048785442434,-0.018474585418907785,0.062047958735760744
2024-04-19,1.6437300853944357,0.005791766944472032,0.07278654353936442
2024-04-22,1.6266909891533676,0.0018491724662379472,0.06691400179527895
2024-04-23,1.620480290025077,-0.01350887419868374,0.06844764651768132
2024-04-24,1.6195202547896113,-0.014036238485271135,0.06409727129420162
2024-04-25,1.6542184025404025,-0.016638629494721946,0.06984991192632672
2024-04-26,1.633523816584078,-0.027970459343625964,0.06508088870546458
2024-04-29,1.6371749303107412,-0.029004302531186354,0.05742662496216244
2024-04-30,1.6641351657960777,-0.0140688643533039,0.06324892246777591
2024-05-01,1.6628634300864413,-0.007524001005273395,0.07455696194135752
2024-05-02,1.6845861195681082,-0.010712733912746963,0.10434388845535159
2024-05-03,1.643615438562977,-0.020575454616652666,0.09541706085362689
2024-05-06,1.6329694774506107,-0.03230536616666968,0.08572107868428791
2024-05-07,1.6044852025495557,-0.03507127486741446,0.07164866680054405
2024-05-08,1.5902787001078642,-0.0329555208695651,0.07047819551926038
2024-05-09,1.6045823219679818,-0.036422615188929974,0.0793124103249696
2024-05-10,1.602627587085105,-0.03646612055616405,0.06959767189691135
2024-05-13,1.5952170780573462,-0.03220347657017619,0.09939957762267015
2024-05-14,1.5971708451966489,-0.028659099621299977,0.14111703508899898
2024-05-15,1.5830017200608997,-0.0468703795596811,0.10660475779939782
