factor_name,annual_ic,annual_rank_ic,ic_ir,rank_ic_ir
TrendSNR40_LowVol5_VolDisp60,-0.005303721510592075,-0.013005452541859716,-0.06087148132818894,-0.10505731833258292
Divergent_Volume_Dryup_Rank,-0.018379301100395803,-0.013057493954526874,-0.11854067143645589,-0.06786740380949804
TrendSlope_to_Range_Ratio_10D,-0.006480869950519214,-0.013893326982007374,-0.05734799611445111,-0.11190850037402209
PV_ChasingRisk_Corr20_x_VolInstab5,0.004728002877415558,-0.015050220300155188,0.036851566897592634,-0.10964570085960859
RegimeSwitch_Weak60_Reversal5_Trend10_20,-0.005727845642846764,-0.015409154110568955,-0.045554523125425975,-0.11954370300907455
PV_Corr20_InvVolInstab5,-0.005578375322212541,-0.015866742592106253,-0.04800920705096812,-0.11822003994393966
Loser60_DownSNR10_AntiCrash5,-0.006270728887340041,-0.016824461796708885,-0.03497338626333775,-0.07898490334461129
RSQR10_x_ROC60DeclineMagnitude,-0.014488014118296338,-0.01891740888917375,-0.07534584753557409,-0.09172783064824412
StableFlow_MomentumSlope_20v60,-0.0031574670498619854,-0.019979392097367894,-0.035029312721761706,-0.11272188187868175
Capitulation_RegimeScore_DD60_Corr20_Overnight20,-0.01769393632102922,-0.0205495712267678,-0.10468849422377907,-0.10756511328729486
RSQR10_TrendContinuation_in_ROC60Decline,-0.017511894110550878,-0.020617988303332082,-0.11447608157021155,-0.10789404768302424
HighClose_Shock_With_VolSync_60_20,-0.008851024818922797,-0.026838430673755676,-0.06580764222103162,-0.18920062636482554
Gated_CapitulAbsorb_Reversal_50D15D,-0.01706856366323702,-0.027914289889834635,-0.14985992849008928,-0.24474088633713054
Drawdown_Gated_NegCorr_60D_20D_thr20pct,-0.010965744953129589,-0.03177777921822757,-0.078372018213908,-0.18279337489794373
KineticLength_AbsRetSum_Z_10D,-0.026228056522595775,-0.07230309222306336,-0.12175357738783561,-0.370031858131927
CLV_ShockReversal_TSRank_60D_030,,,,
